TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
TCNO4;1,35;;-47,19;32,29;0,04;;;;-109,55;-518,87;-400,36;118,00;;-0,09;-0,05;0,29;-68,42;-0,08;-0,25;0,00;1,00;0,00;;;233.529,78;0,04;-0,03;0,57;9.955.444,86
TCSA3;3,00;;-1,40;0,34;0,14;5,31;-61,78;-93,53;-2,12;-5,71;-3,61;0,57;1,31;0,48;-0,26;2,81;-24,10;-10,00;-8,83;0,41;0,57;0,11;-32,32;;2.641.083,17;8,82;-2,13;0,07;217.912.920,80
TECN3;2,07;3,93;12,59;0,50;0,25;51,73;12,68;4,03;4,00;4,53;0,55;0,07;0,51;0,58;-0,66;3,41;3,97;1,99;5,26;0,50;0,50;0,49;-9,24;-10,21;3.015.608,19;4,12;0,16;-0,11;160.937.740,75
TEKA3;26,10;;-0,11;-0,01;0,01;16,88;3,22;-56,45;1,91;84,00;82,93;;0,06;-0,01;-0,01;0,04;-6,79;-11,65;-0,28;-1,72;2,72;0,21;-1,38;;2.610,00;-3.533,44;-239,81;-0,02;7.362.865,10
TEKA4;8,50;;-0,04;0,00;0,00;16,88;3,22;-56,45;0,62;84,00;82,93;;0,02;0,00;0,00;0,04;-6,79;-11,65;-0,28;-1,72;2,72;0,21;-1,38;;23.135,58;-3.533,44;-239,81;-0,01;7.362.865,10
TELB3;40,00;;-18,89;1,88;0,68;-91,86;-37,86;-53,64;-26,77;-15,21;7,06;-0,50;10,13;2,48;-1,00;5,93;-9,94;-3,57;-6,06;0,36;0,64;0,07;42,70;;29.262,63;21,30;-2,12;0,03;2.258.636.927,93
TELB4;15,23;;-7,19;0,72;0,26;-91,86;-37,86;-53,64;-10,19;-15,21;7,06;-0,50;3,86;0,94;-0,38;5,93;-9,94;-3,57;-6,06;0,36;0,64;0,07;42,70;;57.149,56;21,30;-2,12;0,01;2.258.636.927,93
TEND3;15,45;1,15;10,82;1,09;0,35;26,77;8,64;5,50;6,89;8,17;1,27;0,20;0,60;0,95;-0,90;2,56;10,06;3,25;6,69;0,32;0,68;0,59;21,81;37,50;16.171.556,81;14,19;1,43;-0,40;1.612.118.600,70
TESA3;48,00;;-13,30;1,62;0,52;15,86;9,39;-7,58;10,73;17,39;6,66;1,01;1,01;-11,10;-0,74;0,86;-12,18;-3,94;3,93;0,32;0,68;0,52;7,32;;1.340.759,40;29,64;-3,61;0,83;1.389.696.672,00
TFCO4;10,60;0,95;159,29;40,86;23,85;59,60;19,96;15,57;124,31;21,19;0,18;0,06;24,81;43,91;-105,94;3,35;25,65;14,98;20,82;0,58;0,42;0,96;;;2.125.824,33;0,26;0,07;1,16;1.696.205.175,93
TGMA3;13,81;5,69;8,49;1,36;0,90;19,10;12,54;10,58;7,17;7,02;-0,14;-0,03;0,90;3,31;-1,69;2,39;16,07;10,59;12,76;0,66;0,34;1,00;-2,05;61,00;5.171.504,44;10,13;1,63;0,39;911.500.256,15
TIET11;12,54;0,16;4,38;2,25;0,46;74,66;61,76;49,46;3,51;7,15;3,64;2,34;2,16;1.031,49;-0,52;1,00;51,45;10,47;13,16;0,20;0,72;0,21;-5,19;23,78;31.123.800,68;5,57;2,87;0,02;5.004.795.800,93
TIET3;3,49;0,11;6,09;3,13;0,64;74,66;61,76;49,46;4,88;7,15;3,64;2,34;3,01;1.435,37;-0,72;1,00;51,45;10,47;13,16;0,20;0,72;0,21;-5,19;23,78;558.793,42;1,11;0,57;0,03;5.004.795.800,93
TIET4;3,51;0,11;6,13;3,15;0,64;74,66;61,76;49,46;4,91;7,15;3,64;2,34;3,03;1.443,59;-0,72;1,00;51,45;10,47;13,16;0,20;0,72;0,21;-5,19;23,78;1.764.454,32;1,11;0,57;0,03;5.004.795.800,93
TIMS3;12,79;3,39;10,40;1,26;0,70;53,18;16,72;16,58;10,32;11,70;1,31;0,16;1,72;5,35;-0,99;1,85;12,07;6,76;6,99;0,56;0,44;0,41;0,15;7,35;68.336.374,83;10,18;1,23;0,14;31.155.752.602,26
TKNO3;69,63;7,04;3,49;0,85;0,60;27,33;23,26;20,22;3,04;2,80;0,14;0,04;0,71;1,63;-1,61;2,37;24,46;17,05;19,62;0,70;0,30;0,84;8,49;;;81,48;19,93;0,01;179.906.001,63
TKNO4;51,00;7,02;2,56;0,63;0,44;27,33;23,26;20,22;2,22;2,80;0,14;0,04;0,52;1,20;-1,18;2,37;24,46;17,05;19,62;0,70;0,30;0,84;8,49;;24.250,67;81,48;19,93;0,00;179.906.001,63
TOTS3;25,99;1,20;46,40;3,82;1,70;70,59;16,37;11,37;32,23;30,28;-1,79;-0,21;5,28;8,54;-3,57;1,61;8,22;3,65;6,69;0,44;0,56;0,32;6,34;11,98;129.354.393,92;6,79;0,56;1,27;15.898.638.742,56
TOYB3;2,29;;-43,94;-4,97;4,03;24,06;-10,70;-10,96;-45,00;-47,62;-0,63;;4,81;-5,93;-11,89;0,49;-11,31;-9,18;11,93;-0,81;1,81;0,84;-33,11;;;-0,46;-0,05;0,47;71.890.222,22
TOYB4;2,50;;-47,96;-5,43;4,40;24,06;-10,70;-10,96;-49,12;-47,62;-0,63;;5,26;-6,47;-12,98;0,49;-11,31;-9,18;11,93;-0,81;1,81;0,84;-33,11;;;-0,46;-0,05;0,52;71.890.222,22
TPIS3;1,83;2,25;1,11;0,35;0,10;11,58;28,48;27,67;1,08;6,46;5,38;1,73;0,31;-0,92;-0,11;0,38;31,19;8,98;9,67;0,29;0,71;0,32;-16,95;33,86;2.394.001,47;5,30;1,65;0,00;323.840.000,00
TRAD3;4,38;;70,76;1,94;1,83;66,92;-0,23;22,42;-6.778,10;-3.873,41;2.842,79;-0,81;15,87;2,41;-9,51;15,74;2,74;2,58;-2,26;0,94;0,06;0,12;;;12.094.178,19;2,26;0,06;;1.222.348.578,92
TRIS3;5,81;4,16;6,83;0,88;0,47;37,57;23,16;18,58;5,48;6,42;1,03;0,16;1,27;0,87;-1,92;3,50;12,82;6,85;9,46;0,53;0,44;0,37;18,29;52,78;8.474.130,50;6,65;0,85;15,81;1.069.318.492,74
TRPL3;30,63;11,72;5,38;1,39;0,72;69,83;117,80;85,32;3,90;4,41;1,00;0,36;4,59;9,31;-0,83;2,38;25,80;13,31;19,95;0,52;0,47;0,16;23,49;49,38;90.411,69;22,07;5,69;0,08;17.643.610.130,76
TRPL4;24,14;14,86;4,24;1,09;0,56;69,83;117,80;85,32;3,07;4,41;1,00;0,36;3,62;7,34;-0,65;2,38;25,80;13,31;19,95;0,52;0,47;0,16;23,49;49,38;23.876.335,47;22,07;5,69;0,07;17.643.610.130,76
TTEN3;8,75;;11,50;2,09;0,99;14,53;9,04;7,96;10,13;9,13;-1,01;-0,21;0,92;2,85;-5,40;1,74;18,14;8,61;13,40;0,47;0,53;1,08;;;6.472.408,36;4,18;0,76;;4.313.647.058,31
TUPY3;19,90;2,18;12,57;1,06;0,44;16,46;7,34;3,62;6,20;8,36;2,13;0,37;0,46;1,24;-1,07;2,54;8,47;3,52;9,19;0,42;0,58;0,97;4,44;0,69;11.394.205,42;18,66;1,58;-0,04;2.873.457.575,00
TXRX3;34,00;;-24,41;-0,47;0,68;36,25;20,80;-3,99;4,68;10,39;8,18;;0,97;-0,54;-1,23;0,26;-1,91;-2,78;-53,19;-1,46;2,46;0,70;1,83;;6.800,00;-73,04;-1,39;0,07;68.358.498,16
TXRX4;6,72;;-4,82;-0,09;0,13;36,25;20,80;-3,99;0,93;10,39;8,18;;0,19;-0,11;-0,24;0,26;-1,91;-2,78;-53,19;-1,46;2,46;0,70;1,83;;8.090,86;-73,04;-1,39;0,01;68.358.498,16
UCAS3;3,59;5,99;9,14;1,43;0,87;38,05;16,01;12,65;7,22;5,51;-1,75;-0,35;1,16;4,37;-1,79;1,63;15,62;9,52;11,91;0,61;0,39;0,75;-7,54;14,52;186.339,97;2,50;0,39;0,08;237.250.046,76
UGPA3;13,41;4,77;16,68;1,53;0,40;6,06;1,56;0,83;8,88;16,36;7,42;1,27;0,14;1,87;-0,79;1,77;9,15;2,40;5,00;0,26;0,73;2,88;1,43;-9,83;99.634.457,06;8,78;0,80;0,05;15.053.953.720,50
UNIP3;88,72;15,83;5,28;3,31;1,38;43,67;40,80;29,24;3,79;3,61;-0,21;-0,18;1,54;5,52;-2,55;2,19;62,57;26,11;40,45;0,42;0,58;0,89;35,12;78,37;3.919.792,72;26,84;16,79;0,01;8.459.219.891,90
UNIP5;91,07;16,96;5,42;3,39;1,42;43,67;40,80;29,24;3,89;3,61;-0,21;-0,18;1,59;5,67;-2,62;2,19;62,57;26,11;40,45;0,42;0,58;0,89;35,12;78,37;174.031,92;26,84;16,79;0,01;8.459.219.891,90
UNIP6;90,32;17,11;5,37;3,36;1,40;43,67;40,80;29,24;3,85;3,61;-0,21;-0,18;1,57;5,62;-2,60;2,19;62,57;26,11;40,45;0,42;0,58;0,89;35,12;78,37;33.109.410,36;26,84;16,79;0,01;8.459.219.891,90
USIM3;14,24;9,15;2,16;0,88;0,46;34,70;36,48;26,38;1,56;1,54;-0,11;-0,06;0,57;1,26;-0,99;3,08;40,77;21,12;30,05;0,52;0,41;0,80;9,57;;9.603.352,58;16,09;6,56;0,00;18.771.169.467,36
USIM5;16,01;8,95;2,43;0,99;0,51;34,70;36,48;26,38;1,76;1,54;-0,11;-0,06;0,64;1,41;-1,11;3,08;40,77;21,12;30,05;0,52;0,41;0,80;9,57;;283.445.855,33;16,09;6,56;0,00;18.771.169.467,36
USIM6;17,93;7,95;2,73;1,11;0,58;34,70;36,48;26,38;1,98;1,54;-0,11;-0,06;0,72;1,59;-1,25;3,08;40,77;21,12;30,05;0,52;0,41;0,80;9,57;;2.319,00;16,09;6,56;0,00;18.771.169.467,36
VALE3;83,02;17,70;4,44;2,34;0,90;61,20;39,33;31,65;3,57;3,69;0,12;0,08;1,40;19,94;-1,17;1,24;52,78;20,25;38,11;0,38;0,61;0,64;21,72;;1.877.180.906,92;35,32;18,64;0,01;424.197.687.586,50
VAMO3;11,13;1,76;32,11;3,98;1,50;35,13;25,43;13,86;17,50;19,38;2,13;0,49;4,45;5,77;-2,47;2,91;12,41;4,66;7,84;0,38;0,62;0,34;;;28.844.930,61;2,79;0,35;0,29;10.698.018.271,50
VBBR3;21,19;9,60;5,35;2,19;0,84;5,39;4,64;4,01;4,63;6,25;1,64;0,78;0,21;2,71;-1,72;2,49;40,93;15,63;20,83;0,38;0,62;3,90;-3,48;;164.994.043,31;9,69;3,97;0,01;24.616.450.000,00
VIIA3;4,15;;663,35;1,17;0,19;30,57;-1,82;0,03;-11,28;-25,63;-14,35;1,49;0,21;-8,60;-0,41;0,96;0,18;0,03;-12,98;0,16;0,84;0,92;8,45;-6,51;190.292.453,44;3,55;0,01;-6,30;6.633.467.302,40
VITT3;11,79;0,84;15,76;3,68;1,82;38,19;20,86;15,33;11,58;12,77;0,96;0,30;2,42;6,13;-6,95;1,67;23,32;11,55;15,27;0,50;0,50;0,75;;;1.633.269,56;3,17;0,74;;1.699.423.391,16
VIVA3;22,85;1,44;20,38;4,02;2,28;74,12;23,24;20,96;18,38;17,75;-0,60;-0,13;4,27;6,46;-5,57;2,48;19,70;11,17;17,94;0,57;0,43;0,53;;;26.010.642,72;5,69;1,12;0,25;5.380.585.177,82
VIVR3;1,06;;-1,93;-1,23;0,44;13,51;-81,84;-101,22;-2,38;-4,64;-2,26;;1,95;-1,65;-0,83;0,64;-63,55;-22,92;-74,83;-0,36;1,36;0,23;-17,04;;6.003.142,69;-0,87;-0,56;0,04;152.905.902,91
VIVT3;48,26;7,18;16,66;1,18;0,72;45,03;16,42;11,20;11,37;11,92;0,55;0,06;1,87;55,91;-0,91;1,07;7,06;4,32;7,20;0,61;0,39;0,39;1,37;7,44;89.928.535,72;41,01;2,90;5,44;81.623.842.233,21
VIVT4;45,34;;15,65;1,11;0,68;45,03;16,42;11,20;10,68;11,92;0,55;0,06;1,75;52,52;-0,86;1,07;7,06;4,32;7,20;0,61;0,39;0,39;1,37;7,44;;41,01;2,90;5,11;81.623.842.233,21
VLID3;8,47;3,45;-28,40;0,56;0,23;22,47;2,91;-1,13;11,01;25,23;14,21;0,72;0,32;1,46;-0,40;1,57;-1,97;-0,80;1,70;0,41;0,58;0,71;3,44;;3.343.294,28;15,05;-0,30;0,34;691.853.362,41
VSPT3;4,99;;-2,52;0,15;0,08;9,02;-3,26;-9,81;-7,60;-4,24;3,36;-0,07;0,25;-1,44;-0,09;0,60;-5,94;-3,19;-2,04;0,54;0,46;0,33;10,22;;;33,29;-1,98;-0,20;712.610.842,16
VSPT4;0,00;;0,00;0,00;0,00;9,02;-3,26;-9,81;0,00;-4,24;3,36;-0,07;0,00;0,00;0,00;0,60;-5,94;-3,19;-2,04;0,54;0,46;0,33;10,22;;;33,29;-1,98;0,00;712.610.842,16
VULC3;8,64;4,06;7,38;1,66;1,02;32,20;16,52;16,83;7,51;8,21;0,78;0,17;1,24;2,81;-3,15;2,15;22,53;13,78;16,04;0,61;0,39;0,82;4,07;;5.218.829,61;5,19;1,17;0,01;2.093.843.198,88
VVEO3;14,64;1,69;12,42;1,94;0,74;17,25;7,97;5,84;9,09;8,82;-0,30;-0,06;0,72;1,80;-2,34;2,49;15,61;5,96;10,98;0,38;0,62;1,02;;;8.801.899,72;7,59;1,18;;4.223.180.793,60
WEGE3;29,83;1,42;36,09;9,78;5,54;30,80;18,41;15,76;30,91;30,40;-0,32;-0,10;5,69;17,29;-16,07;1,96;27,09;15,35;22,75;0,57;0,42;0,97;12,35;24,47;228.196.046,08;3,04;0,82;0,56;123.946.800.480,94
WEST3;3,10;;-11,14;0,86;0,65;44,12;-15,94;-10,09;-7,05;-1,31;5,70;-0,70;1,12;1,08;-2,79;4,48;-7,73;-5,81;-14,28;0,75;0,25;0,58;;;3.314.769,64;3,60;-0,28;0,04;339.188.203,20
WHRL3;6,36;9,23;8,77;3,80;1,05;18,51;10,49;9,61;8,04;7,32;-0,98;-0,46;0,84;9,80;-4,80;1,16;43,37;12,02;28,54;0,28;0,72;1,25;-0,28;30,60;16.206,23;1,67;0,73;0,11;9.861.133.471,12
WHRL4;6,98;9,22;9,66;4,19;1,16;18,51;10,49;9,61;8,85;7,32;-0,98;-0,46;0,93;10,78;-5,28;1,16;43,37;12,02;28,54;0,28;0,72;1,25;-0,28;30,60;76.097,81;1,67;0,73;0,12;9.861.133.471,12
WIZS3;7,36;8,33;6,41;2,99;0,96;66,09;38,06;20,86;3,51;2,58;-0,92;-0,78;1,34;3,52;-1,97;2,12;46,65;14,95;35,20;0,32;0,66;0,72;17,16;13,46;15.470.772,81;2,45;1,14;-0,44;1.164.125.012,96
WLMM3;33,90;1,68;13,21;2,33;1,90;12,83;7,21;5,39;9,89;8,48;-1,29;-0,30;0,71;4,96;-3,69;4,65;17,62;14,35;16,13;0,81;0,19;2,66;14,81;88,13;8.519,00;14,56;2,57;0,22;1.218.780.987,50
WLMM4;32,60;1,93;12,71;2,24;1,82;12,83;7,21;5,39;9,51;8,48;-1,29;-0,30;0,69;4,77;-3,55;4,65;17,62;14,35;16,13;0,81;0,19;2,66;14,81;88,13;56.765,82;14,56;2,57;0,21;1.218.780.987,50
YDUQ3;19,52;2,41;46,41;1,80;0,61;54,06;10,57;3,02;13,25;20,44;7,19;0,98;1,40;11,74;-0,87;1,21;3,88;1,31;4,55;0,34;0,66;0,43;5,62;-21,66;57.028.811,56;10,83;0,42;-0,93;6.024.141.705,99
